Date,Close,Sentiment_Score,Sentiment_Score_LinearFill,Close_logged
2017-09-28,23.5,0.1857,0.1857,3.1570004211501135
2017-09-29,26.540000915527344,0.45783333333333337,0.45783333333333337,3.278653063400193
2017-10-02,23.559999465942386,-0.09405000000000002,-0.09405000000000002,3.1595503361154056
2017-10-03,20.809999465942386,,-0.06646666666666667,3.035433614742034
2017-10-04,20.850000381469727,,-0.038883333333333325,3.0373539665407203
2017-10-05,22.01000022888184,-0.011299999999999977,-0.011299999999999977,3.0914969059373636
2017-10-06,23.20000076293945,,-0.47505,3.1441523115575847
2017-10-09,24.540000915527344,-0.9388,-0.9388,3.2003044765903175
2017-10-10,22.93000030517578,0.0,0.0,3.132446110178831
2017-10-11,23.65999984741211,,0.002371428571428572,3.1637858521010482
2017-10-12,23.6299991607666,,0.004742857142857144,3.1625170556832254
2017-10-13,23.020000457763672,,0.007114285714285716,3.136363423179213
2017-10-16,22.190000534057614,,0.009485714285714288,3.0996417610119926
2017-10-17,22.09000015258789,,0.011857142857142861,3.095125024339581
2017-10-18,22.049999237060547,,0.014228571428571432,3.0933125672924255
2017-10-19,22.030000686645508,,0.016600000000000004,3.092405191982908
2017-10-20,21.8700008392334,,0.018971428571428577,3.0851158730624024
2017-10-23,20.3700008392334,,0.02134285714285715,3.014063271438193
2017-10-24,19.770000457763672,,0.023714285714285722,2.984165660336985
2017-10-25,18.920000076293945,,0.026085714285714292,2.9402195676561815
2017-10-26,18.56999969482422,,0.028457142857142865,2.921547358930808
2017-10-27,18.790000915527344,,0.030828571428571438,2.933324862149553
2017-10-30,19.5,,0.03320000000000001,2.970414465569701
2017-10-31,20.3799991607666,,0.03557142857142858,3.014553986615314
2017-11-01,19.799999237060547,,0.03794285714285715,2.9856818991681933
2017-11-02,19.75,,0.040314285714285726,2.9831534913471307
2017-11-03,19.549999237060547,,0.0426857142857143,2.972975247406338
2017-11-06,19.34000015258789,,0.04505714285714287,2.9621754979149046
2017-11-07,19.1299991607666,,0.047428571428571445,2.951257739582145
2017-11-08,18.84000015258789,0.04980000000000001,0.04980000000000001,2.935982277247362
2017-11-09,29.190000534057614,-0.9404,-0.9404,3.3738262031619333
2017-11-10,33.25,0.622325,0.622325,3.5040547671018634
2017-11-13,42.709999084472656,-0.564,-0.564,3.7544330634174736
2017-11-14,36.95000076293945,0.6597,0.6597,3.6095656680420984
2017-11-15,39.31999969482422,-0.7096,-0.7096,3.6717332875176285
2017-11-16,39.790000915527344,,-0.5220466666666667,3.6836156474478177
2017-11-17,38.59000015258789,,-0.3344933333333333,3.6529931795036057
2017-11-20,39.02000045776367,,-0.14693999999999996,3.664074346926479
2017-11-21,37.2599983215332,,0.04061333333333339,3.6179203201260233
2017-11-22,40.599998474121094,0.22816666666666674,0.22816666666666674,3.703768029024462
2017-11-23,40.599998474121094,0.22816666666666674,0.22816666666666674,3.703768029024462
2017-11-24,39.47000122070313,0.0,0.0,3.675540920602121
2017-11-27,46.52000045776367,0.4404,0.4404,3.8398823374906113
2017-11-28,46.43000030517578,-0.3982,-0.3982,3.837945808604645
2017-11-29,44.86999893188477,0.5023,0.5023,3.803769396183229
2017-11-30,43.900001525878906,,0.047799999999999954,3.781914354839187
2017-12-01,43.54999923706055,-0.4067,-0.4067,3.77390968577981
2017-12-04,41.72999954223633,,-0.3163933333333333,3.731220283633807
2017-12-05,39.45000076293945,,-0.22608666666666666,3.6750340666312864
2017-12-06,44.2599983215332,,-0.13577999999999996,3.79008129670002
2017-12-07,42.52000045776367,,-0.04547333333333331,3.749974564239591
2017-12-08,44.790000915527344,0.044833333333333315,0.044833333333333315,3.8019849206596494
2017-12-11,47.97999954223633,,-0.07175000000000001,3.87078424787083
2017-12-12,46.95000076293945,,-0.18833333333333335,3.8490832219043134
2017-12-13,45.459999084472656,,-0.30491666666666667,3.816832798285212
2017-12-14,46.1500015258789,-0.4215,-0.4215,3.8318969940123253
2017-12-15,52.31000137329102,0.3112,0.3112,3.9571875836354544
2017-12-18,56.099998474121094,-0.17306666666666667,-0.17306666666666667,4.027135785329383
2017-12-19,56.58000183105469,,-0.2477625,4.035655598235645
2017-12-20,52.88999938964844,,-0.3224583333333333,3.9682142735378703
2017-12-21,53.849998474121094,,-0.39715416666666664,3.98620237526667
2017-12-22,51.61999893188477,-0.47185,-0.47185,3.94390917359858
2017-12-25,51.61999893188477,-0.47185,-0.47185,3.94390917359858
2017-12-26,54.86999893188477,,-0.5266571428571428,4.004966731604596
2017-12-27,54.7599983215332,,-0.5814642857142858,4.002959969768918
2017-12-28,53.18999862670898,,-0.6362714285714286,3.973870382935632
2017-12-29,51.77999877929688,,-0.6910785714285714,3.947003950748592
2018-01-01,51.77999877929688,,-0.7458857142857143,3.947003950748592
2018-01-02,52.06999969482422,,-0.8006928571428572,3.9525889613139324
2018-01-03,55.43999862670898,-0.8555,-0.8555,4.015301330110886
2018-01-04,51.2400016784668,,-0.27975000000000005,3.9365205097854963
2018-01-05,46.27999877929688,0.296,0.296,3.8347098759490037
2018-01-08,47.47000122070313,-0.7399,-0.7399,3.8600979582784807
2018-01-09,44.72999954223633,,-0.6415111111111111,3.800644407210827
2018-01-10,44.709999084472656,,-0.5431222222222223,3.800197169768874
2018-01-11,43.86999893188477,,-0.4447333333333333,3.7812306908308413
2018-01-12,43.38000106811523,,-0.34634444444444445,3.7699985300210246
2018-01-15,43.38000106811523,,-0.2479555555555556,3.7699985300210246
2018-01-16,39.18999862670898,,-0.14956666666666663,3.6684215771696658
2018-01-17,41.540000915527344,,-0.051177777777777766,3.726656840487623
2018-01-18,40.7599983215332,,0.04721111111111109,3.707701167175259
2018-01-19,40.22000122070313,0.1456,0.1456,3.6943644146951553
2018-01-22,43.61999893188477,,0.20774615384615386,3.7755157362866596
2018-01-23,42.61999893188477,,0.2698923076923077,3.7523236016091093
2018-01-24,42.25,,0.33203846153846156,3.7436043538031827
2018-01-25,44.099998474121094,,0.3941846153846154,3.786459747852371
2018-01-26,42.90999984741211,,0.45633076923076926,3.759104895447435
2018-01-29,42.36000061035156,,0.5184769230769231,3.746204535141883
2018-01-30,41.52000045776367,,0.5806230769230769,3.7261752498827696
2018-01-31,40.61999893188477,,0.6427692307692308,3.704260529856935
